Original Repo Name,Stars,Family Count (All Forks),Family Count (Stars >= 10),Family Repo Names (Stars >= 10),Commit Count where from_repo contains original repo,Commit Count total commits (all chunks for repo),Forks with Unique Commits Count,PR Coverage Ratio,PR Merge Rate
protocolbuffers/protobuf,69810,16030,3,52im/protobuf;Unity-Technologies/protobuf;1harios/protobuf,24059,24222,2,0.3333333333,0.4675368139
prusa3d/PrusaSlicer,8695,1536,8,supermerill/SuperSlicer;mjonuschat/PrusaSlicer;pleccer/Pleccer;EiNSTeiN-/PrusaSlicer;thenickdude/PrusaSlicer;apetsiuk/PrusaSlicer;domesticatedviking/PrusaSlicer;probonopd/PrusaSlicer,29433,41505,8,0.625,0.2694552529
ps2homebrew/Open-PS2-Loader,2654,298,5,grimdoomer/Open-PS2-Loader;Jay-Jay-OPL/OPL-Daily-Builds;ps2-mmce/Open-PS2-Loader;israpps/Open-PS2-Loader;rickgaiser/Open-PS2-Loader,4433,5079,5,0.8,0.7447619048
psycopg/psycopg2,3591,520,1,dvarrazzo/psycopg2,3622,3662,1,0,0.4787878788
ptitSeb/box64,5054,387,0,,7498,7498,0,,0.9528824834
ptitSeb/box86,3688,251,0,,5088,5088,0,,0.9359430605
pwmt/zathura,2829,182,0,,3688,3688,0,,0.5933333333
pwn20wndstuff/Undecimus,6640,1325,0,,768,768,0,,0.171875
pybind/pybind11,17523,2298,1,wjakob/pybind11,4024,4051,1,1,0.7756045519
pygame/pygame,8502,4030,0,,10001,10001,0,,0.7674418605
pymumu/smartdns,10299,1199,2,PikuZheng/smartdns;yujincheng08/smartdns,1153,1829,2,1,0.5
pytorch/ELF,3413,587,0,,271,271,0,,0.8285714286
pytorch/glow,3323,707,0,,6702,6702,0,,0.428090518
qTox/qTox,4921,1082,2,TokTok/qTox;Zoxcore/qTox_enhanced,8330,9313,2,0.5,0.8216805645
qbittorrent/qBittorrent,34331,3159,6,c0re100/qBittorrent-Enhanced-Edition;Gelmir/qBittorrent;windysora/qBittorrent;ngosang/qBittorrent;suratovvlad/qBittorrent;AndersMalmgren/qBittorrent,18777,19390,6,0.8333333333,0.7984189723
qemu/qemu,12367,4924,60,devos50/qemu-ios;beckus/qemu_stm32;espes/xqemu;espressif/qemu;atrosinenko/qemujs;ktock/qemu-wasm;utmapp/qemu;zhuowei/qemu;AFLplusplus/qemuafl;Torlus/qemu;AlexAltea/orbital-qemu;0xabu/qemu;0xMirasio/qemu-patch-raspberry4;tctiSH/qemu;ispras/qemu;XUANTIE-RV/qemu;irixxxx/qemu-irix;loongson/qemu;mcayland/qemu;ish-app/qemu;zaddach/libqemu;stefanberger/qemu-tpm;astarasikov/qemu;plctlab/plct-qemu;Huawei/Huawei_CCA_QEMU;geofft/qemu;moby/qemu;spheenik/qemu;leetchicken/qemu-cgc;quic/qemu;legoater/qemu;kata-containers/qemu;openbmc/qemu;openvelinux/qemu;driver1998/qemu;agraf/qemu;frno7/qemu;FrodeSolheim/qemu-uae;ma1co/qemu;sangfor/qemu;myokota/qemu-cortex-m3;sifive/qemu;draperlaboratory/qemu-msp;volumit/qemu;opcod3/qemuPrime;rurban/qemu-stm32;prplfoundation/qemu;cminyard/qemu;vincent290587/qemu-nrf52;TeoIzAwezome/rtemu;igwtech/qemu;zhangckid/qemu;b1l1s/qemu;akihikodaki/qemu;sushihangover/qemu;stsquad/qemu;Dovgalyuk/qemu;riscv-mcu/qemu;loongson-community/qemu;muhammad23012009/qemu,133057,231351,59,0.2166666667,0
qgis/QGIS,12996,3274,3,polymeris/qgis;planetfederal/QGIS;nyalldawson/QGIS,128116,129521,3,0.6666666667,0.8547810399
qinguoyi/TinyWebServer,18961,4214,1,Jackybored/TinyWebServer,173,173,0,0,0.3333333333
qmk/qmk_firmware,19912,37434,101,Keychron/qmk_firmware;zsa/qmk_firmware;manna-harbour/qmk_firmware;sekigon-gonnoc/qmk_firmware;nuphy-src/qmk_firmware;OpenAnnePro/qmk_firmware;callum-oakley/qmk_firmware;HellSingCoder/qmk_firmware;pok3r-custom/qmk_pok3r;ryodeushii/qmk-firmware;Bastardkb/bastardkb-qmk;joric/qmk;system76/qmk_firmware;Massdrop/qmk_firmware;gourdo1/qmk_firmware;solartempest/qmk_firmware;Oh-My-Mechanical-Keyboard/qmk_firmware;msvisser/qmk_firmware;peppy/qmk_firmware;wilba/qmk_firmware;drashna/qmk_firmware;Kasper24/qmk-openrgb;germ/qmk_firmware;houqp/qmk_firmware;lizhenmingdirk/qmk_firmware;christrotter/qmk_firmware;eswai/qmk_firmware;markstos/qmk_firmware;emolitor/qmk_firmware;takashicompany/qmk_firmware;walkerstop/qmk_firmware;thpoll83/qmk_firmware;konomu/qmk_firmware;wez/qmk_firmware;DennyTom/qmk_firmware;foureight84/qmk_firmware;zhaqian12/qmk_firmware;josecostamartins/qmk_firmware;sbabborello/qmk_firmware;winterNebs/qmk_firmware;KarlK90/qmk_firmware;samhocevar-forks/qmk-firmware;Zindar/qmk_firmware;mattdibi/qmk_firmware;ilp0/qmk_firmware;GloriousThrall/qmk_firmware;smplman/qmk_firmware;eli-rodriguezperez/qmk_firmware;splitkb/qmk_firmware;sadekbaroudi/qmk_firmware;brianlow/qmk_firmware;GauthamYerroju/qmk_firmware;daniel5151/qmk_firmware;gfolgert/qmk_firmware;and3rson/qmk_firmware;OpenKemove/qmk_firmware;idank/qmk_firmware;msevilgenius/qmk_firmware;Taro-Hayashi/qmk_firmware;Adam13531/qmk_firmware;LinKeyDream/qmk_firmware_wireless;shortcut-git/qmk_firmware;bgl314/qmk_firmware;jonylee1986/qmk_firmware_master;MMcM/qmk_firmware;sevanteri/qmk_firmware;mattgemmell/qmk_firmware;ianthehenry/qmk_firmware;aki27kbd/qmk_firmware;BlankSourceCode/qmk_firmware;MakotoKurauchi/qmk_firmware;SouthPawEngineer/qmk_firmware_spe;hsgw/qmk_firmware;victorlucachi/qmk_firmware;FREEWING-JP/qmk_firmware;aleksbrgt/qmk_firmware;ergohaven/qmk_firmware;tzarc/qmk_firmware;RGBKB/qmk_firmware;joedinkle/qmk_firmware;mkillewald/qmk_firmware;WestberryTech/qmk_westberry;tompi/qmk_firmware;sigprof/qmk_firmware;monksoffunk/qmk_firmware;colinta/qmk_firmware;htx-studio/qmk_firmware;hangshengkeji/qmk_firmware;oesmith/qmk_firmware;eyemyth/qmk_firmware;not-nullptr/qmk-rs;rgoulter/qmk_firmware;the-via/qmk_firmware;liyang/qmk_firmware;kanru/qmk_firmware;guyyst/qmk_firmware;Xelus22/qmk_firmware;yfuku/qmk_firmware;keyhive/qmk_firmware;vlukash/qmk_firmware;JBaguley/qmk_firmware,38182,62811,101,0.6633663366,0.7754246734
qpdf/qpdf,4524,345,0,,4628,4628,0,,0.8115746972
quickjs-ng/quickjs,2365,225,0,,915,915,0,,0.8669022379
quickjs-zh/QuickJS,3405,315,0,,62,62,0,,0.8888888889
r4j0x00/exploits,2509,691,0,,38,38,0,,
raboof/nethogs,3532,291,0,,452,452,0,,0.796460177
radareorg/radare2,22726,3173,2,krx/radare3;Siguza/radare2,34647,34749,2,0.5,0.8077332832
rainmeter/rainmeter,5497,609,0,,3987,3987,0,,0.4595744681
rakshasa/rtorrent,4630,450,0,,1654,1654,0,,0.7614678899
ramensoftware/windhawk,5894,155,0,,22,22,0,,0.125
randombit/botan,3076,617,1,Rohde-Schwarz/botan,18689,19317,1,1,0.8760782059
rapidsai/cudf,9363,1000,0,,43334,43334,0,,0.8935428868
rapidsai/cuml,5038,610,0,,16807,16807,0,,0.833225737
raspberrypi/linux,12263,4956,22,voicerepublic/linux;emlid/linux-rt-rpi;anholt/linux;adafruit/adafruit-raspberrypi-linux;ak-rex/ClockworkPi-linux;kdoren/linux;CirrusLogic/rpi-linux;Re4son/re4son-raspberrypi-linux;koalo/linux;6by9/linux;HiassofT/rpi-linux;Coreforge/linux;geerlingguy/linux;msperl/linux-rpi;kamalmostafa/raspberrypi-linux;Gena199313/linux1;Genos9292/linux0;MycroftAI/linux;Clouded/linux-rt-rpi2;peyo-hd/kernel_rpi;ParrotSec/linux-rpi;vical1024/linux-for-adaptive-autosar-on-raspberry-pi,1708579,1788460,18,0.5454545455,0.7078613114
raspberrypi/pico-examples,3600,961,2,peterharperuk/pico-examples;CherryUSB/pico-examples,516,684,2,1,0.6488549618
raspberrypi/pico-sdk,4536,1125,1,zephyrproject-rtos/hal_rpi_pico,1268,1300,1,0,0.7877358491
rathena/rathena,3253,2518,1,rAthena-Thailand/rathena,19647,21499,1,1,0.8310767247
raulmur/ORB_SLAM2,10017,4182,29,ivalab/gf_orb_slam2;BoomFan/ORB_SLAM2;Alkaid-Benetnash/ORB_SLAM2;HeYijia/ORB_SLAM2;droneslab/edgeslam;xaldyz/dataflow-orbslam;MathewDenny/ORB_SLAM2;ayushgaud/ORB_SLAM2;kafendt/ORB_SLAM2_Accessible;poine/ORB_SLAM2;Beewe/ORB_SLAM2_Windows;JdeRobot/SDslam;Windfisch/ORB_SLAM2;yzhhh2212/ORB_SLAM2_DENSE_MAPPING;kitizz/ORB_SLAM2;skylook/ORB_SLAM2_OSX;libing64/ORB_SLAM2;grafue/SERVO;AlejandroSilvestri/ORB_SLAM2-documented;leavesnight/ORB_SLAM2;alsora/ORB_SLAM2;yuyou/ORB_SLAM2;geohot/ORB_SLAM2;izhengfan/ORB_SLAM2;RuPingCen/ORB_SLAM2;gaoxiang12/ORB_SLAM2;changh95/Portable_ORB_SLAM2;uzh-rpg/ORB_SLAM2;shomin/ORB_SLAM2,73,1011,28,0.4137931034,0
ravachol/kew,2209,73,0,,1989,1989,0,,0.8333333333
ravenscroftj/turbopilot,3811,131,0,,307,307,0,,0.9615384615
ravynsoft/ravynos,6519,234,0,,680573,680573,0,,0.8131868132
raysan5/raygui,4514,358,0,,1284,1284,0,,0.7405857741
raysan5/raylib,29604,2797,5,luizpestana/raylib-nx;Gota7/Nintendo-Raylib;raylib4Consoles/raylib;mdavisprog/raylib;raylib-extras/raylib_multi_window_experimental,9230,9667,5,0.6,0.7961630695
rbaron/b-parasite,2298,176,0,,456,456,0,,0.890625
rbsec/sslscan,2558,422,0,,763,763,0,,0.7987012987
reactos/reactos,16627,2022,5,ReactOS-Longhorn-Initiative/reactos;vgalnt/reactos;DarkFire01/reactos;binarymaster/reactos;DistroHopper39B/reactos,94841,116784,5,0.6,0.8037438192
realsenseai/librealsense,8372,4860,2,Maghoumi/librealsense;leapmotion/librealuvc,21754,21943,2,0,0.8303365606
recastnavigation/recastnavigation,7434,1676,1,wcqdong/recastnavigation_comment,926,948,1,0,0.7130681818
recp/cglm,2752,307,0,,1858,1858,0,,0.9315589354
redcanaryco/atomic-red-team,11363,2951,5,enigma0x3/atomic-red-team;infosecn1nja/atomic-red-team;splunk/atomic-red-team;bigbubblebtc/atomic-red-teams;tenable/atomic-red-team,6673,6881,3,0.6,0.8742331288
redis/RedisDesktopManager,23209,3100,0,,2286,2286,0,,0.7504424779
redis/hiredis,6618,1837,2,microsoft/hiredis;koenvandesande/hiredis,1295,1314,2,0.5,0.5939177102
redis/redis,72044,18245,26,microsoftarchive/redis;dmajkic/redis;grisha/thredis;ctripcorp/Redis-On-Rocks;mpalmer/redis;OmarQunsul/graph-redis;memKeyDB/memKeyDB;pmem/redis;antirez/redis;xindoo/redis;mattsta/redis;fluencelabs/redis;narma/redis;redisbook/redis_code_comment;Instagram/redis;TieredMemDB/TieredMemDB;tanveerpot/redis;hoxworth/redis;mindcrime-forks/redis;lsbardel/redis;LHRchina/redis;pietern/redis;xfxmcy/redis;madolson/redis;Magnumlu/redis-4.0;alexmchale/redis,20093,26657,23,0.3846153846,0.5839336686
redpanda-data/redpanda,11394,707,0,,62157,62157,0,,0.8589219107
relativty/Relativty,7087,370,0,,259,259,0,,0.7272727273
remzi-arpacidusseau/ostep-code,4008,1480,0,,67,67,0,,0.1304347826
remzi-arpacidusseau/ostep-projects,5341,1430,0,,207,207,0,,0.1071428571
rethinkdb/rethinkdb,26975,1912,1,srh/rethinkdb,34538,35476,1,1,0.6695035461
retroplasma/earth-reverse-engineering,2290,215,0,,178,178,0,,0.5
rewardone/OSCPRepo,2562,701,2,KCSEC/OSCPRepo;chouaibhm/OSCPRepo,387,387,0,0,1
rfjakob/earlyoom,3744,189,0,,580,580,0,,0.5537190083
rhasspy/piper,10306,849,1,rmcpantoja/piper,365,587,1,1,0.2716049383
riba2534/TCP-IP-NetworkNote,2458,398,0,,96,96,0,,1
ricochet-im/ricochet,3913,392,2,blueprint-freespeech/ricochet-refresh;wfr/ricochet-irc,873,1743,2,0.5,0.6315789474
rime/librime,4038,635,2,sbxlmdsl/librime_old;Cantoboard/librime,1936,2362,2,0.5,0.6342494715
rime/weasel,6381,605,4,fxliang/weasel;TypeDuck-HK/TypeDuck-Windows;nameoverflow/weasel;driver1998/weasel,1064,1474,4,0.75,0.8
riscv-collab/riscv-gnu-toolchain,4267,1232,4,XUANTIE-RV/xuantie-gnu-toolchain;riscv-mcu/riscv-gnu-toolchain;sifive/riscv-gnu-toolchain;brucehoult/riscv-gnu-toolchain,1416,2519,4,0.75,0.8200692042
riscv-software-src/riscv-isa-sim,2948,915,2,lowRISC/riscv-isa-sim;OpenXiangShan/riscv-isa-sim,4142,4795,2,1,0.8078565329
risinek/esp32-wifi-penetration-tool,2694,414,1,alambin/esp32-wifi-penetration-tool,436,465,1,1,0.1666666667
rizinorg/cutter,18092,1332,1,Stallion77RepoOfficial/Cutter,2826,2829,1,0,0.9057353776
rizinorg/rizin,3193,447,0,,31288,31288,0,,0.8742600047
rizonesoft/Notepad3,5975,368,1,RaiKoHoff/Notepad3,11384,12291,1,1,0.9848717949
rizsotto/Bear,6053,352,0,,1479,1479,0,,0.474025974
rmtheis/tess-two,3776,1306,1,alexcohn/tess-two,391,413,1,1,0.6666666667
robbert-vdh/yabridge,3396,84,0,,3086,3086,0,,0.5555555556
robertdavidgraham/masscan,25130,3219,3,adrian154/masscan;ivre/masscan;aboul3la/masscan,870,881,2,0.3333333333,0.4852320675
robotmedia/RMStore,2422,409,1,sirnacnud/RMStore,355,366,1,0,0.3559322034
rofl0r/proxychains-ng,10380,1179,0,,372,372,0,,0.2857142857
rogerclarkmelbourne/Arduino_STM32,2637,1216,4,stevstrong/Arduino_STM32;bigtreetech/Arduino_STM32;libarra111/Arduino_STM32;Phonog/Arduino_STM32,1592,2060,4,0.75,0.6875
root-project/cling,4063,334,0,,5401,5401,0,,0.004651162791
root-project/root,3040,1340,0,,111200,111200,0,,0.8557525589
ros-navigation/navigation2,3700,1623,0,,3915,3915,0,,0.817396485
rovo89/Xposed,7656,1478,3,wanam/Xposed;MiCode/Xposed;romracer/Xposed,148,159,3,0.6666666667,0.1111111111
royshil/obs-backgroundremoval,3959,252,1,umireon/obs-backgroundremoval,439,533,1,1,0.8125
rr-debugger/rr,10276,674,0,,7352,7352,0,,0.8472515856
rspamd/rspamd,2327,463,0,,24086,24086,0,,0.921949432
rswier/c4,10476,1439,7,EarlGray/c4;comzyh/c4;ccc-c/c4;clarkok/c4;AoiKuiyuyou/AoikC4Study;joexbayer/C-Compiler;henesy/c4,44,198,7,0.1428571429,0.1
rsyslog/rsyslog,2223,699,0,,20001,20001,0,,0.8589259797
rttrorg/rttr,3405,0,0,,661,661,0,,0.5739130435
rubinius/rubinius,3092,670,0,,26416,26416,0,,0.7613814757
rui314/8cc,6345,806,2,shinh/8cc;FastVM/minivm-cc,770,967,2,0.5,0.2352941176
rui314/chibicc,10729,1037,2,lynn/chibicc;n0tknowing/chibicc,826,1010,2,0,0
rui314/mold,15936,527,0,,7537,7537,0,,0.735042735
rvaiya/keyd,4591,225,0,,578,578,0,,0.2325581395
rvaiya/warpd,3411,175,0,,277,277,0,,0.25
rxi/log.c,3294,651,0,,7,7,0,,0
rxi/microui,5219,332,2,microui-community/microui;ghaerr/microui,52,59,2,0,0.09677419355
s-macke/VoxelSpace,6660,329,0,,84,84,0,,0.5833333333
s-matyukevich/raspberry-pi-os,13698,1321,1,fxlin/p1-kernel,498,937,1,0,0.8551724138
s0lst1c3/eaphammer,2415,346,0,,327,327,0,,0.8953488372
s3fs-fuse/s3fs-fuse,9575,1058,0,,2404,2404,0,,0.9180216802
sabrogden/Ditto,5553,322,1,jglathe/Ditto,1687,1691,1,1,0.8702290076
saghul/txiki.js,2838,235,0,,1069,1069,0,,0.9155206287
sahib/rmlint,2221,151,0,,3594,3594,0,,0.8059701493
saitoha/libsixel,2709,78,1,libsixel/libsixel,4669,4797,1,0,0.7959183673
saki4510t/UVCCamera,3165,1194,5,shenyaocn/UVCCamera;alexey-pelykh/UVCCamera;metuuu/UVCCamera;flyskywhy/react-native-uvc-camera;MartyMacGyver/UVCCamera,142,330,5,0.4,0.1627906977
saminiir/level-ip,3058,412,1,EmbedHacker/level-ip,610,612,1,0,0.6666666667
samyk/magspoof,4075,590,4,salmg/magspoof;0ki/magspoof;xmitman/magspoof;Surfndez/magspoof,30,42,3,0.25,0.7777777778
samyk/pwnat,3826,504,0,,38,38,0,,0.9166666667
sandboxie-plus/Sandboxie,16476,1784,3,lyc8503/Sandboxie-crack;xanasoft/Sandboxie-Plus;mio-19/Sandboxie-nosupport,7314,7375,3,0,0.8952879581
sandboxie/sandboxie,3641,720,0,,6,6,0,,0.4
sass/libsass,4343,517,2,TBAPI-0KA/NSass;rodneyrehm/libsass,4363,4434,2,0.5,0.823782235
sass/node-sass,8492,1260,1,marcosbozzani/node-sass,6218,6221,1,1,0.6552734375
sbarex/SourceCodeSyntaxHighlight,3786,87,0,,301,301,0,,0.6666666667
schwabe/ics-openvpn,3717,1275,2,IngoZenz/ics-openvpn;lawtancool/ics-openvpn-xor,2056,2100,2,0.5,0.3267326733
scottbez1/smartknob,21034,1203,1,brushknight/smartknob,122,138,1,1,0.6315789474
screetsec/TheFatRat,10807,2541,1,Cesar-Hack-Gray/TheFatRat,813,813,0,0,0.4430379747
scylladb/scylladb,15107,1463,0,,59885,59885,0,,0.28465652
scylladb/seastar,9005,1607,1,redpanda-data/seastar,9669,11086,1,1,0.4519066591
seL4/seL4,5195,715,1,AmbiML/sparrow-kernel,5906,5981,1,0,0.7387304508
sebastianstarke/AI4Animation,8382,1110,3,t-takasaka/AI4Animation;ianxmason/Fewshot_Learning_of_Homogeneous_Human_Locomotion_Styles;juaxix/AI4Animation,0,909,0,0,0.3
seclab-ucr/INTANG,2848,563,0,,26,26,0,,0.5714285714
seemoo-lab/nexmon,2715,478,3,DrSchottky/nexmon;vanilla-wiiu/nexmon;mame82/nexmon,1079,1169,3,0.6666666667,0.44
seetaface/SeetaFaceEngine,4649,1733,1,iarray/SeetaFaceEngine.Net,44,48,1,0,0.1
seladb/PcapPlusPlus,3029,722,0,,2526,2526,0,,0.8228346457
session-replay-tools/tcpcopy,4674,912,1,wangbin579/tcpcopy,1312,1312,0,0,0.8
shader-slang/slang,4812,382,0,,6946,6946,0,,0.8916353215
shadowsocks/ChinaDNS,3618,1173,1,aa65535/ChinaDNS,211,222,1,0,0.3793103448
shadowsocks/shadowsocks-libev,16069,6032,9,madeye/shadowsocks-libev;amazted/shadowsocks-libev;SPYFF/shadowsocks-libev-nocrypto;Windendless/shadowsocks-libev;Long-live-shadowsocks/shadowsocks-libev;sh4run/sss;Jigsaw-Code/shadowsocks-libev;librehat/shadowsocks-libev;zwh8800/shadowsocksr-libev,2414,3092,7,0.4444444444,0.768627451
shadowsocks/shadowsocks-qt5,7961,2326,0,,690,690,0,,0.7307692308
shadowsocks/simple-obfs,2379,537,1,imgk/simple-obfs-Cygwin,130,138,1,1,0.8113207547
shadps4-emu/shadPS4,27175,1559,10,diegolix29/shadPS4;AzaharPlus/shadPS4Plus;Tersonous/shandroidPS4;raphaelthegreat/shadPS4;baggins183/shadPS4;Xcedf/shadPS4;ngoquang2708/shadPS4;kalaposfos13/shadPS4;Sjknight413/shadPS4;rafael-57/shadps4-pino,3598,9660,10,0.6,0.8417350528
sharkdp/dbg-macro,3211,306,0,,242,242,0,,0.7088607595
shellinabox/shellinabox,3013,482,0,,431,431,0,,0.5375
shellphish/how2heap,8285,1190,1,xiaodian2/how2heap_zh,517,526,1,0,0.8581081081
shogun-toolbox/shogun,3055,1027,0,,19057,19057,0,,0.8054261441
siduck/chadwm,2923,228,0,,247,247,0,,0.640625
signal11/hidapi,2535,818,0,,434,434,0,,0.01242236025
signalwire/freeswitch,4481,1596,3,rts-cn/xswitch;alphacep/freeswitch;sergey-safarov/freeswitch,40001,40403,3,1,0.5980042766
simd-everywhere/simde,2874,290,0,,3311,3311,0,,0.2666666667
simdjson/simdjson,22861,1190,0,,3782,3782,0,,0.8401888065
sipeed/NanoKVM,5843,227,0,,462,462,0,,0.7709923664
skeeto/endlessh,8357,302,1,krathalan/endlessh,101,129,1,0,0.2115384615
skeeto/w64devkit,4112,327,0,,409,409,0,,0.4754098361
skypjack/entt,11999,1016,1,Mojang/entt,7189,7233,1,1,0.6233183857
skywind3000/kcp,16482,2586,0,,257,257,0,,0.5714285714
skywind3000/mini3d,2312,506,0,,49,49,0,,0.375
slact/nchan,3060,293,2,rsms/nginx_http_push_module;Kronuz/nginx_http_push_module,3896,3937,2,0.5,0.7083333333
slembcke/Chipmunk2D,2352,357,0,,1521,1521,0,,0.5371900826
slic3r/Slic3r,3530,1191,2,Zip-o-mat/Slic3r;platsch/Slic3r,19584,20145,2,1,0.6087689713
snapcast/snapcast,7228,510,1,mjaggard/snapcast,3301,3374,1,0,0.7396694215
snes9xgit/snes9x,3052,406,3,gocha/snes9x-rr;libretro/snes9x;kenjinote/snes9x,2636,3380,2,0.6666666667,0.6835443038
snesrev/zelda3,4481,361,4,xander-haj/zelda3;tunip3/zelda3;Rinnegatamante/zelda3;gerudoga/zelda3,318,370,3,0.25,0.4464285714
snort3/snort3,3199,634,0,,6352,6352,0,,0.1276595745
snowie2000/mactype,11382,456,0,,273,273,0,,0.9
sogou/workflow,14215,2589,2,gnblao/workflow;quindecim-p/workflow,3468,3898,1,0.5,0.885466795
solokeys/solo1,2366,314,1,Nitrokey/nitrokey-fido2-firmware,1415,1893,1,1,0.7961538462
solvespace/solvespace,3649,529,3,KmolYuan/solvespace;realthunder/solvespace;vespakoen/solvespace,2434,2658,3,0.6666666667,0.6933139535
sonic-pi-net/sonic-pi,11544,974,4,KanoComputing/sonic-pi;flowerskitchen/sonic-pi;22alo/sonic-pi;alex-esc/sample-pi,11726,13943,2,0,0.8201725282
sorayuki/obs-multi-rtmp,4512,601,3,kilinbox/obs-multi-rtmp;Loukious/obs-multi-rtmp;streamwayin/obs-multistream,513,546,3,0.3333333333,0.8888888889
spaceandtimefdn/blitzar,4940,165,0,,1678,1678,0,,0.9253731343
sparklemotion/nokogiri,6217,939,0,,8525,8525,0,,0.7390681004
spdk/spdk,3427,1166,2,Mellanox/spdk;ceph/spdk,24937,29573,2,1,0.1714285714
spotify/annoy,14080,1258,1,preternatural-fork/ANNOY,953,957,1,0,0.8608058608
spotify/pedalboard,5870,300,0,,840,840,0,,0.8
spring/spring,3834,907,0,,30529,30529,0,,0.6308724832
sqfmi/Watchy,2522,362,2,cehbz/Watchy-Screen;peerdavid/Watchy,306,734,2,0,0.6274509804
sqlcipher/sqlcipher,6923,1251,2,Tencent/sqlcipher;chf2000/sqlcipher-for-windows,1164,1474,2,0,0.1428571429
sqlite/sqlite,8732,1355,0,,34985,34985,0,,0
sqlitebrowser/sqlitebrowser,23323,2309,1,jishanshaikh4/sqlitebrowser,4765,4899,1,0,0.8397534669
squeaky-pl/japronto,8569,575,0,,778,778,0,,0.5681818182
srdja/Collections-C,2963,338,0,,674,674,0,,0.7943925234
srsran/srsRAN_4G,3839,1169,5,myriadrf/srsRAN_4G;evilsocket/srsLTE;falkenber9/srsLTE;laf0rge/srsLTE;EFForg/srsLTE,10772,10941,5,1,0.3121019108
ssloy/tinyraytracer,5272,347,0,,75,75,0,,0.4444444444
ssloy/tinyrenderer,22920,2186,1,erwincoumans/tinyrenderer,269,326,1,1,0.4210526316
stanfordnlp/GloVe,7141,1510,4,bojone/simpler_glove;tarekeldeeb/GloVe-Arabic;jishanshaikh4/GloVe;touchasky/GloVe,191,272,2,0,0.7058823529
starrtc/starrtc-server,3047,927,0,,138,138,0,,0.5
std-microblock/chromatic,8110,384,0,,458,458,0,,0.8235294118
stefanesser/dumpdecrypted,2992,599,3,conradev/dumpdecrypted;MP0w/dumpdecrypted;nabla-c0d3/dumpdecrypted,10,30,3,0.6666666667,0.09090909091
stellar/stellar-core,3251,1105,5,pi-apps/stellar-core;jedmccaleb/stellar-core;graydon/stellar-core;MonsieurNicolas/stellar-core;airpixelspro/stellar-core,11176,12190,4,0.6,0.8632750397
stenzek/duckstation,9309,835,7,HeatXD/duckstation-netplay;scurest/duckstation-3D-Screenshot;RSDuck/duckstation;Trixarian/duckstation-gpl;nixxou/duckstation;piepacker/swanstation;errory2k/duckstation_uwp,10910,12098,7,0.4285714286,0.8811700183
stephane/libmodbus,3972,1822,3,dhruvvyas90/libmodbus;shikai-123/libmodbus;pboettch/libmodbus,1115,1169,3,0.6666666667,0.1745454545
stephenfewer/ReflectiveDLLInjection,3158,713,3,rapid7/ReflectiveDLLInjection;quantumcore/ReflectiveDLLInjectionTutorial;apriorit/ReflectiveDLLInjection,13,106,3,0,0.1428571429
steveicarus/iverilog,3252,577,0,,11434,11434,0,,0.8904761905
stlink-org/stlink,4909,1259,1,karlp/stlink,2278,2282,1,1,0.8845528455
stm32duino/Arduino_Core_STM32,3170,1021,1,fpistm/Arduino_Core_STM32,3789,3912,1,1,0.847972973
strace/strace,2519,458,0,,11491,11491,0,,0.474137931
strawberrymusicplayer/strawberry,3345,259,0,,5773,5773,0,,0.6984126984
strongswan/strongswan,2714,814,2,highland0971/strongswan-gmalg-merge;Nastya105/strongswan,23121,23204,1,0.5,0.02425876011
sumatrapdfreader/sumatrapdf,15783,1817,2,jijinggang/sumatrapdf;zklhp/sumatrapdf,16215,16293,2,0.5,0.6283524904
supercollider/supercollider,6279,776,3,Sciss/supercollider;BelaPlatform/supercollider;lfnoise/supercollider,28815,29855,3,0.6666666667,0.7784200385
supertuxkart/stk-code,5008,1152,2,kimden/stk-code;ading2210/stk-code,25934,26716,2,1,0.7067927773
surge-synthesizer/surge,3568,432,1,kurasu/surge,5427,5441,1,1,0.9572203254
sustrik/libmill,3115,256,0,,1360,1360,0,,0.7978723404
swaywm/sway,16256,1199,2,dawsers/scroll;fluix-dev/sway-borders,8229,8886,2,0.5,0.8219814241
swaywm/wlroots,2222,335,0,,5202,5202,0,,0.8482358627
swiftlang/swift,69404,10722,11,swiftwasm/swift;google/swift;SwiftAndroid/swift;tinysun212/swift-windows;landonf/swift-freebsd;Gena199313/swift;graydon/swift;Genos9292/swift;dan-zheng/swift;swift-embedded/swift;DougGregor/swift,229726,246194,9,0.7272727273,0.8764415915
swiftlang/swift-corelibs-foundation,5401,1148,0,,9700,9700,0,,0.8325718893
swiftlang/swift-corelibs-libdispatch,2550,486,0,,2309,2309,0,,0.7576177285
swoole/swoole-src,18811,3229,0,,13964,13964,0,,0.8354371201
sylar-yin/sylar,4577,1013,0,,189,189,0,,0.1
symisc/unqlite,2272,180,0,,157,157,0,,0.6595744681
sypstraw/rpi4-osdev,3688,271,0,,291,291,0,,0.8333333333
syslog-ng/syslog-ng,2291,498,0,,20529,20529,0,,0.8680149015
sysown/proxysql,6527,992,3,malongshuai/proxysql;renecannao/proxysql;github/proxysql,10543,10547,1,0.3333333333,0.7905162065
sysstat/sysstat,3244,475,0,,2767,2767,0,,0.7985611511
systemd/systemd,14950,4147,4,poettering/systemd;coreos/systemd;ventoy/systemd;NixOS/systemd,91867,95985,4,0.5,0.8636780205
